store_id,clinic_name,store_name,Zipcode,adress,access,hours
dio_006,ディオクリニック,神戸三宮院,〒650-0022,兵庫県神戸市中央区元町通1丁目7-1 VEGAビル 5F,元町駅徒歩3分 三宮・神戸三宮駅徒歩11分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_007,ディオクリニック,梅田院,〒530-0014,大阪府大阪市北区鶴野町4番11号 朝日プラザ梅田 1階,大阪梅田駅より徒歩6分 中崎町駅より徒歩6分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
#ERROR!
dio_009,ディオクリニック,栄院,〒460-0008,愛知県名古屋市中区栄3-27-1 SAKAE PLACE B1F,矢場町駅徒歩5分 栄駅徒歩9分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_010,ディオクリニック,名古屋院,〒450-0003,愛知県名古屋市中村区名駅南1丁目16-28EDGE名駅地下1階,各線名古屋駅広小路口 徒歩7分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_011,ディオクリニック,千葉駅前院,〒260-0015,千葉県千葉市中央区富士見2丁目7-4 富士見ハイネスビル 5F,JR千葉駅東口より徒歩5分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_012,ディオクリニック,川崎院,〒210-0007,神奈川県川崎市川崎区駅前本町２６−４ ラウンドクロス川崎 ４Ｆ,JR川崎駅中央東口より徒歩2分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_013,ディオクリニック,横浜院,〒220-0005,神奈川県横浜市西区南幸2-18-3 LUCID SQUARE Yokohama West2F 3F,JR横浜駅西口より徒歩7分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_014,ディオクリニック,大宮院,〒330-0802,埼玉県さいたま市大宮区宮町2-28 あじせんビル 5F,大宮駅東口より徒歩5分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
#ERROR!
#ERROR!
dio_017,ディオクリニック,池袋院,〒170-0013,東京都豊島区東池袋1丁目30−6 セイコーサンシャインビルⅫ 8F,JR池袋駅東口より徒歩5分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_018,ディオクリニック,上野院,〒110-0015,東京都台東区東上野２丁目１８−６ 常磐ビル 地下1階,各線上野駅より徒歩1分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_019,ディオクリニック,立川院,〒190-0023,東京都立川市柴崎町2-3-18 粂川第二ビル 4F,立川南駅1番出口から徒歩2分、立川駅南口から徒歩4分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_020,ディオクリニック,銀座有楽町院,〒100-0006,東京都千代田区有楽町２丁目３−５ AUNE有楽町 ９F,日比谷駅A1出口直結 銀座駅C1出口徒歩2分 有楽町駅銀座口徒歩3分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
dio_021,ディオクリニック,仙台院,〒980-0021,宮城県仙台市青葉区中央3丁目1-3 aune仙台 4階,仙台駅徒歩3分 あおば通駅徒歩2分,平日11:00〜20:00<br>土日祝日10:00〜19:00<br>休診日：年末年始
#ERROR!
dsc_001,DSクリニック,渋谷院,〒150-0002,東京都渋谷区渋谷3-11-2パインビル1F,「渋谷駅（東急東横線・東京メトロ）」C1出口から徒歩5分　「渋谷駅（JR）」新南改札から徒歩7分,11:00〜20:00<br>休診日：年末年始
#ERROR!
tcb_002,TCB,新宿東口院,〒160-0021,東京都新宿区歌舞伎町1-27-5 歌舞伎町APMビル 7F,西武新宿線 西武新宿駅正面口から徒歩2分、 JR 新宿駅東口から徒歩3分,9:00〜19:00
tcb_003,TCB,新宿西口院,〒160-0023,東京都新宿区西新宿1-17-1 日本生命新宿西口ビル 2F,新宿駅から徒歩1分,9:00〜19:00
#ERROR!
#ERROR!
tcb_006,TCB,銀座有楽町院,〒100-0006,東京都千代田区有楽町2-3-5 aune有楽町 5F,地下鉄日比谷線日比谷駅から徒歩1分、 JR有楽町駅銀座口から徒歩2分,9:00〜19:00
tcb_007,TCB,銀座二丁目院,〒104-0061,東京都中央区銀座2-6-9 Ginza269ビル 9F,JR有楽町駅から徒歩3分、 地下鉄有楽町線銀座一丁目駅から徒歩2分,9:00〜19:00
#ERROR!
tcb_009,TCB,渋谷東口院,〒150-0002,東京都渋谷区渋谷2-19-15 宮益坂ビルディング 3F,JR山手線 渋谷駅から徒歩2分、 東京メトロ銀座線 渋谷駅から徒歩2分,9:00〜19:00
tcb_010,TCB,渋谷西口院,〒150-0043,東京都渋谷区道玄坂2-23-12 フォンティスビル 3F,京王井の頭線/東京メトロ副都心線・半蔵門線/東急東横線・田園都市線 渋谷駅から徒歩5分、 JR渋谷駅から徒歩7分,9:00〜19:00
#ERROR!
#ERROR!
tcb_013,TCB,上野院,〒110-0005,東京都台東区上野4-10-5 ヒューリック上野公園前ビル 7F・8F,JR上野駅から徒歩2分、 京成上野駅から徒歩1分,9:00〜19:00
tcb_014,TCB,立川院,〒190-0012,東京都立川市曙町2-11-2 フロム中武 6F,JR立川駅北口から徒歩2分,9:00〜19:00
tcb_015,TCB,八王子院,〒192-0083,東京都八王子市旭町2-5 八王子ツインタワーA館 4F,JR八王子駅から徒歩1分、 京王線京王八王子駅から徒歩5分,9:00〜19:00
tcb_016,TCB,品川院,〒108-0074,東京都港区高輪3-23-17 品川センタービルディング 2F 201,JR品川駅から徒歩3分、 京浜急行線品川駅から徒歩3分,9:00〜19:00
tcb_017,TCB,北千住院,〒120-0034,東京都足立区千住2-26-2 エクセル33 3F,北千住駅から徒歩4分,9:00〜19:00
#ERROR!
tcb_019,TCB,横浜駅前院,〒220-0004,神奈川県横浜市西区北幸1-1-8 エキニア横浜（相鉄北幸第一ビル） 7F,横浜駅西口から徒歩1分,9:00〜19:00
tcb_020,TCB,横浜院,〒220-0004,神奈川県横浜市西区北幸1-8-2 犬山西口ビルヂング 3F,JR東海道本線/東横線/みなとみらい線 横浜駅から徒歩3分、 横浜市営地下鉄ブルーライン 出口9から徒歩1分,9:00〜19:00
tcb_021,TCB,新横浜院,〒222-0033,神奈川県横浜市港北区新横浜2-5-14 WISE NEXT新横浜 7F,ブルーライン 新横浜駅9番出口から徒歩1分、 JR横浜線 新横浜駅北口から徒歩5分,9:00〜19:00
tcb_022,TCB,川崎院,〒210-0007,神奈川県川崎市川崎区駅前本町12-1 川崎駅前タワー・リバーク B2F,JR川崎駅から徒歩2分、 京急川崎駅から徒歩2分,9:00〜19:00
#ERROR!
#ERROR!
tcb_025,TCB,大宮西口院,〒330-0854,埼玉県さいたま市大宮区桜木町2-3 イオンスタイル大宮西口駅前 3F,JR大宮駅から徒歩1分,9:00〜19:00
tcb_026,TCB,大宮東口院,〒330-0845,埼玉県さいたま市大宮区仲町1-15 VORT大宮 7F,JR 大宮駅東口から徒歩2分,9:00〜19:00
#ERROR!
tcb_028,TCB,川越院,〒350-1123,埼玉県川越市脇田本町1-2 山崎ビル 4F,JR川越駅から徒歩2分、 東武東上線 川越駅から徒歩2分,9:00〜19:00
#ERROR!
#ERROR!
tcb_031,TCB,水戸院,〒310-0015,茨城県水戸市宮町1-7-33 水戸サウスタワー 6F,JR 水戸駅南口から徒歩2分,9:00〜19:00
tcb_032,TCB,つくば院,〒305-0031,茨城県つくば市吾妻1-7-1 トナリエつくばスクエア トナリエクレオ 3F,つくばエクスプレス つくば駅から徒歩1分,9:00〜19:00
tcb_033,TCB,千葉駅前院,〒260-0031,千葉県千葉市中央区新千葉2-2-1 新日本EXビル 3F,JR総武線 千葉駅から徒歩2分、 京成千葉線 京成千葉駅から徒歩4分,9:00〜19:00
#ERROR!
tcb_035,TCB,柏院,〒277-0005,千葉県柏市柏1-2-37 柏ちば興銀ビル 6F,JR柏駅から徒歩2分,9:00〜19:00
#ERROR!
tcb_037,TCB,松戸院,〒271-0092,千葉県松戸市松戸1307-1 キテミテマツド 8F,JR松戸駅から徒歩3分,9:00〜19:00
tcb_038,TCB,高崎院,〒370-0849,群馬県高崎市八島町46-1 高崎オーパ 8F,JR高崎駅から徒歩2分,9:00〜19:00
tcb_039,TCB,前橋院,〒371-0024,群馬県前橋市表町2-30-8 アクエル前橋 B1F,JR前橋駅から徒歩1分,9:00〜19:00
#ERROR!
tcb_041,TCB,札幌大通院,〒060-0061,北海道札幌市中央区南1条西2-18 IKEUCHI GATE 5F,札幌市営地下鉄 大通駅から徒歩1分、 東豊線 豊水すすきの駅から徒歩6分,9:00〜19:00
#ERROR!
#ERROR!
tcb_044,TCB,福島院,〒960-8034,福島県福島市置賜町1-29 佐平ビル 1F,JR福島駅 東口から徒歩2分,9:00〜19:00
#ERROR!
tcb_046,TCB,青森院,〒030-0801,青森県青森市新町1-7-1 THREE 4F,JR青森駅から徒歩5分,9:00〜19:00
tcb_047,TCB,盛岡院,〒020-8655,岩手県盛岡市菜園1-10-1 パルクアベニューカワトク 8F,JR盛岡駅から徒歩13分,9:00〜19:00
tcb_048,TCB,山形院,〒990-0039,山形県山形市香澄町1-15-28 ホテルニュー最上屋 2F,JR山形駅から徒歩2分,9:00〜19:00
tcb_049,TCB,秋田院,〒010-0001,秋田県秋田市中通4-12-7 川上第二ビル 3F,JR秋田駅から徒歩5分,9:00〜19:00
tcb_050,TCB,名古屋駅前院,〒450-0002,愛知県名古屋市中村区名駅3-26-6 Third KHビル 5F,JR名古屋駅から徒歩1分、 名古屋市営地下鉄東山線 名古屋駅から徒歩1分 または 桜通線 国際センター駅から徒歩約4分,9:00〜19:00
tcb_051,TCB,名古屋栄院,〒460-0008,愛知県名古屋市中区栄3-28-11 名古屋ゼロゲート 2F,地下鉄名城線矢場町駅から徒歩4分、 JR 名古屋駅から徒歩38分,9:00〜19:00
tcb_052,TCB,金山院,〒456-0002,愛知県名古屋市熱田区金山町1-4-6 アルティメイト金山 7F,JR東海道本線・JR中央本線 金山駅から徒歩1分,9:00〜19:00
tcb_053,TCB,豊田院,〒471-0027,愛知県豊田市喜多町1-140 ギャザ 3F,名古屋鉄道 豊田市駅から徒歩1分、 愛知環状鉄道 新豊田駅から徒歩4分,9:00〜19:00
tcb_054,TCB,豊橋院,〒440-0881,愛知県豊橋市広小路1-18 ウェルプラザユメックスビル B1F,JR豊橋駅から徒歩5分、 豊橋鉄道市内線 駅前大通駅から徒歩4分,9:00〜19:00
tcb_055,TCB,岐阜院,〒500-8833,岐阜県岐阜市神田町8-9-2 白木ビル 4F,名鉄岐阜駅から徒歩2分,9:00〜19:00
tcb_056,TCB,静岡院,〒420-0852,静岡県静岡市葵区紺屋町17-1 葵タワー 2F,JR静岡駅から徒歩5分,9:00〜19:00
tcb_057,TCB,浜松院,〒430-0933,静岡県浜松市中央区鍛冶町140 浜松Cビル（イズム浜松） 3F,新浜松駅から徒歩1分、 JR浜松駅から徒歩3分,9:00〜19:00
tcb_058,TCB,三島院,〒411-0855,静岡県三島市本町3-29 三島本町タワー3F 301,伊豆箱根鉄道駿豆線 三島広小路駅から徒歩4分、 JR三島駅から徒歩13分,9:00〜19:00
tcb_059,TCB,長野院,〒380-0823,長野県長野市南千歳1-1-1 ながの東急百貨店 別館シェルシェ 5F,JR長野駅から徒歩2分,9:00〜19:00
tcb_060,TCB,松本院,〒390-0811,長野県松本市中央2-3-17 知新堂ビル 2F,JR松本駅から徒歩9分,9:00〜19:00
tcb_061,TCB,金沢院,〒920-0847,石川県金沢市堀川町4-1 セントラルビル 5F,JR金沢駅から徒歩5分,9:00〜19:00
tcb_062,TCB,新潟院,〒950-0086,新潟県新潟市中央区花園1-2-2 コープシティ花園ガレッソ 2F,JR新潟駅から徒歩2分,9:00〜19:00
tcb_063,TCB,四日市院,〒510-0086,三重県四日市市諏訪栄町10-7 ことぶきビル 2F,近畿日本鉄道名古屋線 近鉄四日市駅から徒歩3分、 四日市あすなろう鉄道 あすなろう四日市駅から徒歩3分,9:00〜19:00
tcb_064,TCB,富山院,〒930-0003,富山県富山市桜町1-1-1 電鉄富山駅ビル エスタ 3F,JR富山駅から徒歩1分、 富山地方鉄道 電鉄富山駅・エスタ前停留所から徒歩1分,9:00〜19:00
tcb_065,TCB,福井院,〒910-0006,福井県福井市中央1-3-3 KIビル 3F,福井鉄道 福井駅から徒歩1分、 JR福井駅から徒歩2分,9:00〜19:00
#ERROR!
#ERROR!
tcb_068,TCB,なんば院,〒542-0076,大阪府大阪市中央区難波4-2-1 難波御堂筋ビルディング 9F,御堂筋線 なんば駅から徒歩1分、 千日前線・四つ橋線 なんば駅から徒歩5分,9:00〜19:00
tcb_069,TCB,天王寺院,〒545-0052,大阪府大阪市阿倍野区阿倍野筋1-5-36 アベノセンタービル 2F,JR天王寺駅から徒歩3分、 近鉄 大阪阿部野橋駅から徒歩4分,9:00〜19:00
tcb_070,TCB,大阪阪急梅田駅前院,〒530-0012,大阪府大阪市北区芝田2-6-30 梅田清和ビル 2F,OsakaMetro（大阪メトロ）御堂筋線 梅田駅から徒歩3分、 阪急電鉄 大阪梅田駅から徒歩4分,9:00〜19:00
tcb_071,TCB,梅田茶屋町院,〒530-0013,大阪府大阪市北区茶屋町2-28 セントラル茶屋町 3F・4F,阪急 大阪梅田駅から徒歩3分、 地下鉄御堂筋線 梅田駅から徒歩5分,9:00〜19:00
#ERROR!
tcb_073,TCB,枚方院,〒573-0032,大阪府枚方市岡東町8-9 枚方SGビル 5F,京阪本線 枚方市駅から徒歩2分,9:00〜19:00
#ERROR!
tcb_075,TCB,高槻院,〒569-0071,大阪府高槻市城北町2-11-1 山木ビル 3F・4F,阪急高槻市駅から徒歩2分,9:00〜19:00
tcb_076,TCB,江坂院,〒564-0063,大阪府吹田市江坂町1-21-17 ESAKA松尾ビル 3F,江坂駅南口から徒歩3分,9:00〜19:00
tcb_077,TCB,京都駅前院,〒600-8211,京都府京都市下京区真苧屋町195 福井ビル 3F,JR京都駅中央口から徒歩5分,9:00〜19:00
tcb_078,TCB,京都四条院,〒600-8007,京都府京都市下京区四条通東洞院東入立売西町66 京都証券ビル 5F,阪急烏丸駅から徒歩2分,9:00〜19:00
tcb_079,TCB,神戸院,〒651-0094,兵庫県神戸市中央区琴ノ緒町5-3-2 三宮駅前平和ビル 7F,JR三ノ宮駅から徒歩1分、 阪急 神戸三宮駅から徒歩3分,9:00〜19:00
tcb_080,TCB,姫路院,〒670-0927,兵庫県姫路市駅前町247 御幸苑ビル 2F,山陽電鉄本線 山陽姫路駅から徒歩2分、 JR姫路駅から徒歩2分,9:00〜19:00
tcb_081,TCB,奈良院,〒630-8226,奈良県奈良市小西町21-1 小西町商業ビルな・ら・ら 2F,近鉄奈良駅から徒歩2分,9:00〜19:00
tcb_082,TCB,和歌山院,郵便番号が見つかりません,和歌山県和歌山市美園町4-81-1 SOPHIA和歌山イーストプラザⅠ号館 3F,JR和歌山駅から徒歩5分,9:00〜19:00
tcb_083,TCB,草津院,〒525-0032,滋賀県草津市大路1-1-1 エルティ932ビル 3F,JR草津駅から徒歩1分,9:00〜19:00
tcb_084,TCB,岡山院,〒700-0023,岡山県岡山市北区駅前町1-1-21 成通・ハリービル 4F,JR岡山駅から徒歩3分、 岡山電軌岡山駅前駅から徒歩1分,9:00〜19:00
tcb_085,TCB,倉敷院,〒710-8550,岡山県倉敷市阿知1-7-1 天満屋 倉敷店 5F,JR倉敷駅から徒歩2分、 水島臨海鉄道水島本線 倉敷市駅から徒歩3分,9:00〜19:00
tcb_086,TCB,広島院,〒730-0035,広島県広島市中区本通9-30 ランドマークビル 3F,広島電鉄立町駅から徒歩3分、 アストラムライン本通駅から徒歩5分,9:00〜19:00
tcb_087,TCB,福山院,〒720-0065,広島県福山市東桜町1-1 アイネスフクヤマ 2F,JR福山駅から徒歩3分,9:00〜19:00
tcb_088,TCB,松江院,〒690-0003,島根県松江市朝日町480-8 松江SKYビル 2F,JR松江駅から徒歩2分,9:00〜19:00
tcb_089,TCB,周南徳山駅ビル院,〒745-0032,山口県周南市銀座1-31 TOKUYAMA DECK D2 2F,JR徳山駅から徒歩2分,9:00〜19:00
tcb_090,TCB,高松院,〒760-0024,香川県高松市兵庫町11-6 カーニープレイス高松兵庫町ビル 3F,片原町駅から徒歩5分、 高松築港駅から徒歩8分,9:00〜19:00
tcb_091,TCB,松山院,〒790-0012,愛媛県松山市湊町5-4-25 日切ビル 5F,伊予鉄道 松山市駅から徒歩1分,9:00〜19:00
tcb_092,TCB,高知院,〒780-0822,高知県高知市はりまや町2-3-3 イチヤはりまやビル 1F・2F,蓮池町通駅から徒歩1分、 高知橋駅から徒歩3分,9:00〜19:00
tcb_093,TCB,徳島院,〒770-0831,徳島県徳島市寺島本町西1-61-4 セントラルビル 2F,JR徳島駅から徒歩1分,9:00〜19:00
tcb_094,TCB,福岡天神院,〒810-0001,福岡県福岡市中央区天神2-7-6 DADAビル 6F,西鉄福岡（天神）駅北口から徒歩５分、 地下鉄天神駅から徒歩4分,9:00〜19:00
tcb_095,TCB,小倉院,〒802-0003,福岡県北九州市小倉北区米町1-1-1 小倉駅前ひびきビル 4F,JR小倉駅から徒歩3分、 北九州モノレール小倉線 平和通駅から徒歩1分,9:00〜19:00
#ERROR!
tcb_097,TCB,久留米院,〒830-0032,福岡県久留米市東町39-8 第21上野ビル 3F,天神大牟田線 西鉄久留米駅から徒歩3分,9:00〜19:00
tcb_098,TCB,西鉄福岡天神駅前院,〒810-0001,福岡県福岡市中央区天神1-4-1 西日本新聞会館 15F,福岡市地下鉄 天神南駅から徒歩1分、 西日本鉄道 西鉄福岡（天神）駅から徒歩3分,9:00〜19:00
tcb_099,TCB,鹿児島院,〒890-0053,鹿児島県鹿児島市中央町11 鹿児島中央ターミナルビル 2F,JR鹿児島中央駅から徒歩3分,9:00〜19:00
#ERROR!
#ERROR!
tcb_102,TCB,長崎院,〒850-0057,長崎県長崎市大黒町14-5 ニュー長崎ビルディング 2F（ホテルニュー長崎 2F）,JR長崎駅から徒歩5分,9:00〜19:00
tcb_103,TCB,佐賀院,〒840-0801,佐賀県佐賀市駅前中央1-4-17 コムボックス佐賀駅前 2F,JR佐賀駅から徒歩1分,9:00〜19:00
tcb_104,TCB,大分院,〒870-0021,大分県大分市府内町2-1-4 トキハ会館 2F,JR大分駅から徒歩7分,9:00〜19:00
tcb_105,TCB,那覇院,〒900-0015,沖縄県那覇市久茂地1-1-1 パレットくもじ 9F 902,沖縄都市モノレール線ゆいレール 県庁前駅から徒歩1分,9:00〜19:00
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
